time,wdir,gust,ws,rain,press,atemp,hum,dew
2019-02-07 14:14:15,120,8.16,0,0,1023.08,10.6,61.215,3.463
2019-02-07 14:24:10,75,3.42,0,0,1023.18,10.5,61.299,3.388
2019-02-07 14:34:16,115,3.04,0,0,1023.24,10.5,61.451,3.423
2019-02-07 14:44:12,55,7.1,3.94,0,1023.33,10.5,61.497,3.434
2019-02-07 14:54:11,116,6.02,4.37,0,1023.51,10.4,61.619,3.367
2019-02-07 15:04:17,107,8.83,3.93,0,1023.61,10.4,62.008,3.456
2019-02-07 15:14:13,127,11.2,3.94,0,1023.65,10.5,62.39,3.637
2019-02-07 15:24:18,129,10.31,3.48,0,1023.73,10.5,62.39,3.637
2019-02-07 15:34:13,118,5.4,2.62,0,1023.93,10.5,62.283,3.613
2019-02-07 15:44:15,86,6.73,5.24,0,1024.13,10.5,62.428,3.646
2019-02-07 15:54:15,94,12.11,3.49,0,1024.21,10.6,62.748,3.813
2019-02-07 16:04:16,92,10.3,2.62,0,1024.23,10.9,63.679,4.306
2019-02-07 16:14:21,111,12.85,10.92,0,1024.39,11.5,65.03,5.174
2019-02-07 16:24:17,103,13.55,6.99,0,1024.41,12.1,65.289,5.801
2019-02-07 16:34:17,107,16.34,8.73,0,1024.29,12.5,65.35,6.194
2019-02-07 16:44:17,123,17.64,11.8,0,1024.43,13.2,65.922,6.985
2019-02-07 16:54:23,130,14.22,7.43,0,1024.45,13.9,66.227,7.718
2019-02-07 17:04:19,114,20.77,6.56,0,1024.39,14.3,65.442,7.923
2019-02-07 17:14:24,129,23.39,11.79,0,1024.39,14.5,63.962,7.778
2019-02-07 17:24:24,124,24.92,8.74,0,1024.41,14.5,62.649,7.475
2019-02-07 17:34:20,130,26.78,11.37,0,1024.45,14.4,61.467,7.103
2019-02-07 17:44:25,124,26.45,10.48,0,1024.43,14.3,60.483,6.774
2019-02-07 17:54:21,127,24.86,10.93,0,1024.69,14.2,59.605,6.468
2019-02-07 18:04:26,122,17.31,11.77,0,1024.61,14.2,59.857,6.529
2019-02-07 18:14:22,121,30.63,6.11,0,1024.57,14.2,60.002,6.564
2019-02-07 18:24:27,114,20.08,4.81,0,1024.39,14.3,60.246,6.717
2019-02-07 18:34:23,127,23.54,13.1,0,1024.51,14.5,60.315,6.922
2019-02-07 18:44:24,141,23.05,12.66,0,1024.61,14.7,60.36,7.121
2019-02-07 18:54:24,134,24.44,17.02,0,1024.61,14.8,59.613,7.033
2019-02-07 19:04:24,140,22.13,13.55,0,1024.63,14.8,59.178,6.927
2019-02-07 19:14:29,130,22.89,19.66,0,1024.45,14.9,58.69,6.9
2019-02-07 19:24:25,130,23.14,13.11,0,1024.55,14.9,58.735,6.911
2019-02-07 19:34:31,151,26.06,13.99,0,1024.43,15,58.4,6.922
2019-02-07 19:44:27,135,25.69,15.27,0,1024.39,15.2,57.904,6.985
2019-02-07 19:54:27,126,21.38,10.05,0,1024.29,15.4,58.293,7.27
2019-02-07 20:04:27,138,26.38,13.55,0,1024.25,15.4,57.362,7.035
2019-02-07 20:14:27,142,19.59,4.37,0,1024.19,15.5,56.653,6.948
2019-02-07 20:24:33,131,22.67,13.12,0,1024.17,15.5,56.401,6.883
2019-02-07 20:34:28,137,23.09,8.3,0,1024.01,15.5,56.05,6.792
2019-02-07 20:44:34,124,17.82,5.68,0,1023.87,15.5,56.759,6.975
2019-02-07 20:54:29,130,15.68,6.12,0,1023.71,15.7,57.232,7.282
2019-02-07 21:04:29,159,14.98,6.11,0,1023.47,15.9,57.156,7.45
2019-02-07 21:14:31,229,9.61,5.24,0,1023.47,16.2,57.652,7.856
2019-02-07 21:24:31,251,10.79,3.49,0,1023.22,16.7,58.529,8.546
2019-02-07 21:34:36,271,10.57,1.75,0,1023.14,17.1,59.117,9.068
2019-02-07 21:44:31,286,9.11,0,0,1023.1,17.6,59.475,9.626
2019-02-07 21:54:37,234,13.67,3.94,0,1022.92,18,59.353,9.97
2019-02-07 22:04:32,228,12.52,8.3,0,1022.78,18.3,58.445,10.022
2019-02-07 22:14:33,235,13.31,8.3,0,1022.74,18.6,58.064,10.204
2019-02-07 22:24:34,249,13.49,6.12,0,1022.62,18.9,58.278,10.54
2019-02-07 22:34:35,227,14.73,7.44,0,1022.6,19.1,56.943,10.38
2019-02-07 22:44:35,220,14.28,6.12,0,1022.62,19.3,56.256,10.385
2019-02-07 22:54:36,224,13.85,6.99,0,1022.42,19.5,55.951,10.489
2019-02-07 23:04:42,233,15.49,4.81,0,1022.4,19.6,55.501,10.462
2019-02-07 23:14:38,251,12.51,3.5,0,1022.4,19.6,54.959,10.315
2019-02-07 23:24:39,230,13.57,4.37,0,1022.28,19.7,55.508,10.557
2019-02-07 23:34:44,241,11.01,3.92,0,1022.28,19.8,55.668,10.693
2019-02-07 23:44:39,237,10.75,4.81,0,1022.28,19.9,55.195,10.658
2019-02-07 23:54:44,225,11.09,6.11,0,1022.28,19.9,54.997,10.604
2019-02-08 00:04:39,292,11.73,4.81,0,1022.26,19.9,55.089,10.629
2019-02-08 00:14:45,300,8.59,4.81,0,1022.2,19.8,54.974,10.505
2019-02-08 00:24:41,296,9.79,4.37,0,1022.18,19.7,54.555,10.297
2019-02-08 00:34:41,301,7.44,3.93,0,1022.06,19.6,54.745,10.257
2019-02-08 00:44:41,307,9.47,4.81,0,1022.06,19.4,54.211,9.925
2019-02-08 00:54:41,306,9.69,3.06,0,1021.94,19.2,53.784,9.622
2019-02-08 01:04:42,302,8.01,3.5,0,1021.92,18.9,53.99,9.401
2019-02-08 01:14:42,305,6.94,3.93,0,1021.81,18.6,53.425,8.968
2019-02-08 01:24:43,310,7.45,1.74,0,1021.87,18.4,53.7,8.858
2019-02-08 01:34:43,305,6.31,1.31,0,1021.85,18.1,53.799,8.608
2019-02-08 01:44:44,317,5.44,3.06,0,1021.75,17.9,54.005,8.479
2019-02-08 01:54:44,294,4.73,1.31,0,1021.81,17.7,54.196,8.345
2019-02-08 02:04:44,307,6.25,2.62,0,1021.75,17.5,54.104,8.135
2019-02-08 02:14:45,317,8.62,7,0,1021.79,17.3,54.059,7.937
2019-02-08 02:24:46,44,8.06,5.24,0,1021.87,17.1,54.204,7.791
2019-02-08 02:34:51,48,6.75,2.19,0,1021.94,16.9,54.318,7.636
2019-02-08 02:44:46,38,6.49,4.37,0,1022.04,16.8,54.516,7.597
2019-02-08 02:54:52,50,7.55,2.62,0,1021.89,16.6,54.867,7.505
2019-02-08 03:04:53,35,5.65,3.5,0,1021.94,16.4,54.829,7.309
2019-02-08 03:14:49,36,5.82,4.37,0,1021.85,16.3,54.753,7.196
2019-02-08 03:24:50,30,5.47,2.19,0,1021.81,16.2,55.31,7.25
2019-02-08 03:34:50,76,4.48,1.75,0,1021.77,16,55.394,7.086
2019-02-08 03:44:50,69,4.8,2.62,0,1021.79,15.9,55.378,6.989
2019-02-08 03:54:50,73,5.37,2.62,0,1021.69,15.7,55.47,6.827
2019-02-08 04:04:56,65,6.34,3.93,0,1021.71,15.5,55.668,6.693
2019-02-08 04:14:52,41,4.84,0.44,0,1021.79,15.4,56.073,6.705
2019-02-08 04:24:52,58,3.45,0,0,1021.77,15.4,56.622,6.846
2019-02-08 04:34:53,210,2.66,1.31,0,1021.73,15.4,57.171,6.987
2019-02-08 04:44:53,165,3,0,0,1021.83,15.5,57.347,7.125
2019-02-08 04:54:53,120,3.81,3.06,0,1021.75,15.5,57.362,7.129
2019-02-08 05:04:54,129,4.43,3.5,0,1021.69,15.5,57.408,7.14
2019-02-08 05:14:54,130,7.65,4.37,0,1021.77,15.4,57.416,7.049
2019-02-08 05:24:54,120,11.41,6.11,0,1021.53,15.3,57.293,6.924
2019-02-08 05:34:55,126,13.62,7.43,0,1021.43,15.2,56.691,6.678
2019-02-08 05:44:55,131,12.33,8.74,0,1021.37,15.1,56.431,6.518
2019-02-08 05:54:55,128,11.42,5.67,0,1021.25,14.9,56.317,6.302
2019-02-08 06:04:55,149,12.81,7,0,1021.17,14.8,55.76,6.065
2019-02-08 06:14:56,143,14.41,5.24,0,1021.11,14.6,55.401,5.786
2019-02-08 06:25:01,139,12.91,6.99,0,1021.17,14.5,55.615,5.748
2019-02-08 06:34:57,134,14.01,8.7,0,1021.05,14.4,55.722,5.683
2019-02-08 06:44:57,121,12.17,6.11,0,1021.03,14.3,55.691,5.582
2019-02-08 06:54:57,123,8.42,3.94,0,1021.03,14.2,55.607,5.467
2019-02-08 07:04:58,101,9,3.49,0,1020.81,14.1,55.867,5.441
2019-02-08 07:14:58,292,2.9,0,0,1020.75,14,55.913,5.36
2019-02-08 07:25:00,205,6.99,3.93,0,1020.93,14.1,55.852,5.437
2019-02-08 07:35:05,117,12.19,5.24,0,1020.93,14,56.073,5.401
2019-02-08 07:45:00,131,13.32,2.62,0,1020.85,14,55.829,5.338
2019-02-08 07:55:06,147,18.56,4.81,0,1020.81,13.9,55.935,5.272
2019-02-08 08:05:07,146,9.73,4.37,0,1020.73,13.9,55.516,5.164
2019-02-08 08:15:03,119,12.83,4.37,0,1020.65,13.9,56.172,5.333
2019-02-08 08:25:08,113,14.4,8.3,0,1020.63,13.8,56.286,5.269
2019-02-08 08:35:03,157,11.62,5.68,0,1020.75,13.8,56.294,5.271
2019-02-08 08:45:10,124,5.66,0,0,1020.43,13.9,56.561,5.432
2019-02-08 08:55:05,111,0,0,0,1020.43,13.8,56.759,5.389
2019-02-08 09:05:06,139,6.8,4.37,0,1020.45,13.9,56.904,5.519
2019-02-08 09:15:11,132,8.82,3.06,0,1020.39,13.9,57.118,5.572
2019-02-08 09:25:07,120,8.25,1.75,0,1020.37,13.9,57.332,5.626
2019-02-08 09:35:12,133,12,6.56,0,1020.37,14,57.568,5.779
2019-02-08 09:45:08,126,11.67,9.17,0,1020.15,14,57.751,5.825
2019-02-08 09:55:13,123,13.93,3.49,0,1020.13,14,57.835,5.845
2019-02-08 10:05:08,131,14.67,5.25,0,1019.98,14,57.82,5.842
2019-02-08 10:15:14,137,11.79,9.16,0,1019.92,14,57.766,5.828
2019-02-08 10:25:10,133,13.79,7,0,1019.88,13.9,57.789,5.741
2019-02-08 10:35:10,129,13.27,7.87,0,1019.82,13.9,57.889,5.765
2019-02-08 10:45:15,130,13.34,10.93,0,1019.56,13.8,57.988,5.696
2019-02-08 10:55:11,126,15.24,6.55,0,1019.3,13.8,58.133,5.732
2019-02-08 11:05:17,129,16.45,9.18,0,1019.26,13.7,58.255,5.669
2019-02-08 11:15:13,126,12.3,9.18,0,1019.16,13.7,58.354,5.693
2019-02-08 11:25:13,136,12.98,6.99,0,1019.06,13.7,58.415,5.708
2019-02-08 11:35:13,134,9.02,5.24,0,1018.94,13.6,58.491,5.633
2019-02-08 11:45:13,125,8.19,3.5,0,1018.8,13.6,58.529,5.643
2019-02-08 11:55:13,122,8.35,5.68,0,1018.7,13.5,58.537,5.551
2019-02-08 12:05:14,121,13.69,6.55,0,1018.46,13.4,58.545,5.459
2019-02-08 12:15:15,116,12.13,8.74,0,1018.46,13.3,58.674,5.397
2019-02-08 12:25:15,130,13.48,7.43,0,1018.4,13.2,58.857,5.348
2019-02-08 12:35:16,130,19.78,12.23,0,1018.3,13.2,58.888,5.356
2019-02-08 12:45:16,123,21.71,7.43,0,1018.23,13.1,59.041,5.299
2019-02-08 12:55:16,120,17.44,10.49,0,1018.09,13,59.094,5.218
2019-02-08 13:05:21,114,15.33,6.12,0,1017.99,12.9,59.308,5.176
2019-02-08 13:15:17,130,19.86,13.1,0,1017.95,12.8,59.445,5.115
2019-02-08 13:25:17,128,17.19,9.59,0,1017.89,12.8,59.567,5.145
2019-02-08 13:35:18,129,22.38,11.8,0,1017.99,12.8,59.758,5.19
2019-02-08 13:45:18,135,21.57,11.77,0,1017.85,12.8,60.063,5.263
2019-02-08 13:55:18,135,27.41,10.05,0,1017.85,12.8,60.269,5.312
2019-02-08 14:05:18,129,22.39,11.31,0,1017.75,12.8,60.551,5.379
2019-02-08 14:15:23,137,22.35,13.98,0,1017.71,12.8,60.711,5.417
2019-02-08 14:25:24,137,24.42,15.66,0,1017.71,12.8,60.902,5.462
2019-02-08 14:35:24,135,52.6,9.17,0,1017.59,12.8,61.085,5.506
2019-02-08 14:45:19,133,28.69,8.31,0,1017.59,12.8,61.169,5.525
2019-02-08 14:55:20,127,27.88,15.27,0,1017.43,12.7,61.329,5.469
2019-02-08 15:05:20,128,24.05,5.24,0,1017.41,12.7,61.482,5.504
2019-02-08 15:15:21,151,21.91,8.73,0,1017.51,12.7,61.619,5.536
2019-02-08 15:25:26,150,20.73,7.42,0,1017.61,12.7,61.871,5.595
2019-02-08 15:35:37,148,17.45,10.48,0,1017.69,12.7,61.81,5.581
2019-02-08 15:45:27,137,25.34,12.66,0,1017.59,12.7,61.848,5.59
2019-02-08 15:55:23,133,32.87,15.23,0,1017.45,12.7,62.016,5.629
2019-02-08 16:05:28,146,28.97,16.98,0,1017.53,12.7,62.146,5.659
2019-02-08 16:15:24,137,29.5,13.54,0,1017.55,12.7,62.306,5.696
2019-02-08 16:25:25,131,31.3,12.22,0,1017.57,12.8,62.504,5.836
2019-02-08 16:35:30,128,25.44,17.47,0,1017.55,12.9,62.733,5.983
2019-02-08 16:45:26,132,24.37,9.18,0,1017.49,12.9,62.947,6.032
2019-02-08 16:55:31,130,27.89,12.67,0,1017.35,13,63.092,6.16
2019-02-08 17:05:26,126,33.47,6.56,0,1017.29,13.1,63.298,6.301
2019-02-08 17:15:31,125,31.16,7.87,0,1017.15,13.1,63.29,6.3
2019-02-08 17:25:28,138,30.4,12.21,0,1017.15,13.2,63.45,6.431
2019-02-08 17:35:28,126,26.72,13.55,0,1017.05,13.3,63.557,6.55
2019-02-08 17:45:28,136,27.01,10.04,0,1016.89,13.3,63.595,6.558
2019-02-08 17:55:29,134,24.63,8.74,0,1016.78,13.4,63.832,6.707
2019-02-08 18:05:35,137,29.38,11.8,0,1016.6,13.5,64.03,6.847
2019-02-08 18:15:30,124,28.69,17.02,0,1016.58,13.6,64.007,6.936
2019-02-08 18:25:36,134,30.93,23.16,0,1016.5,13.7,64.107,7.053
2019-02-08 18:35:31,137,29.33,9.18,0,1016.38,13.9,64.175,7.258
2019-02-08 18:45:32,142,28.17,10.47,0,1016.42,14,64.122,7.341
2019-02-08 18:55:37,138,28.39,17.04,0,1016.26,14.1,63.908,7.387
2019-02-08 19:05:33,135,35.92,13.56,0,1016.14,14.2,63.557,7.401
2019-02-08 19:15:38,141,24.18,17.47,0,1015.96,14.2,63.359,7.356
2019-02-08 19:25:34,136,26.08,9.17,0,1015.86,14.2,63.275,7.336
2019-02-08 19:35:39,144,26.24,10.49,0,1015.74,14.3,63.122,7.396
2019-02-08 19:45:35,134,22.98,12.67,0,1015.6,14.3,62.893,7.343
2019-02-08 19:55:35,133,20.67,14.86,0,1015.26,14.3,62.825,7.327
2019-02-08 20:05:36,130,25.15,9.62,0,1015.26,14.4,62.756,7.405
2019-02-08 20:15:36,142,26.55,6.55,0,1014.94,14.4,62.642,7.379
2019-02-08 20:25:41,142,21.9,8.74,0,1014.53,14.4,62.52,7.35
2019-02-08 20:35:37,150,12.84,4.8,0,1014.45,14.4,62.512,7.348
2019-02-08 20:45:52,145,12.92,5.68,0,1014.43,14.4,62.581,7.364
2019-02-08 20:55:38,149,10.64,4.37,0.14,1014.43,14.5,62.634,7.471
2019-02-08 21:05:38,149,10.98,3.93,0.14,1014.55,14.5,62.718,7.491
2019-02-08 21:15:38,158,8.91,3.5,0.279,1014.57,14.5,62.825,7.516
2019-02-08 21:25:39,220,7,2.62,0.279,1014.53,14.6,62.947,7.638
2019-02-08 21:35:39,214,12.64,5.68,0.559,1014.45,14.6,63.26,7.711
2019-02-08 21:45:39,136,8.95,5.68,0.559,1014.29,14.6,63.405,7.744
2019-02-08 21:55:40,148,12.4,8.74,0.698,1014.19,14.6,63.733,7.82
2019-02-08 22:05:41,140,11.59,10.05,0.698,1014.09,14.6,63.618,7.794
2019-02-08 22:15:42,137,11.2,8.31,0.559,1013.85,14.5,63.527,7.678
2019-02-08 22:25:42,91,12.43,6.56,0.559,1013.69,14.5,63.42,7.653
2019-02-08 22:35:47,117,13.47,3.94,0.559,1013.51,14.5,63.344,7.636
2019-02-08 22:45:43,113,22.18,14.42,0.559,1013.15,14.4,63.26,7.522
2019-02-08 22:55:43,119,24.31,7.86,0.559,1013.21,14.3,63.061,7.382
2019-02-08 23:05:43,109,33,7.87,0.279,1013.02,14.2,63.031,7.28
2019-02-08 23:15:44,124,31.54,18.34,0.279,1012.82,14.1,62.962,7.17
2019-02-08 23:35:45,128,33.66,20.54,0.279,1012.54,13.9,63.199,7.035
2019-02-08 23:45:45,140,36.3,6.99,0.14,1012.62,13.8,63.321,6.969
2019-02-08 23:55:50,128,24.34,10.92,0,1012.42,13.7,63.313,6.872
2019-02-09 00:05:46,127,24.45,6.12,0,1012.26,13.7,63.58,6.933
2019-02-09 00:15:52,130,29.65,6.55,0,1012.22,13.7,63.839,6.993
2019-02-09 00:25:48,133,25.99,10.49,0,1012.26,13.7,64.198,7.074
2019-02-09 00:35:53,127,19.94,6.99,0,1012.28,13.7,64.572,7.159
2019-02-09 00:45:49,130,21.89,7.43,0,1012.22,13.8,64.908,7.329
2019-02-09 00:55:50,128,22.88,12.67,0,1012.24,13.9,65.037,7.453
2019-02-09 01:05:55,118,24.99,9.62,0,1012.16,13.9,65.068,7.46
2019-02-09 01:15:51,129,23.46,16.6,0,1012,13.9,65.19,7.487
2019-02-09 01:25:57,132,28.49,7,0,1012.06,13.9,65.205,7.491
2019-02-09 01:35:53,125,22.36,13.56,0,1012.04,13.9,65.243,7.499
2019-02-09 01:45:58,141,28.88,10.47,0,1011.92,13.8,64.969,7.343
2019-02-09 01:55:54,140,23.84,10.48,0,1011.78,13.8,64.999,7.35
2019-02-09 02:05:54,131,26.47,19.22,0,1011.72,13.7,64.999,7.255
2019-02-09 02:15:54,128,26.38,17.03,0,1011.72,13.6,65.014,7.163
2019-02-09 02:25:55,128,29.66,7.44,0,1011.92,13.6,65.121,7.187
2019-02-09 02:36:00,129,28.96,8.31,0,1011.76,13.5,65.152,7.099
2019-02-09 02:45:55,137,30.34,12.65,0,1011.9,13.5,65.251,7.121
2019-02-09 02:56:00,135,25.72,10.06,0,1011.92,13.4,65.274,7.031
2019-02-09 03:05:56,141,29.99,11.36,0,1011.88,13.4,65.22,7.019
2019-02-09 03:15:57,129,26.17,9.61,0,1011.98,13.4,65.144,7.002
2019-02-09 03:25:58,142,25.55,7.43,0,1011.96,13.4,65.243,7.025
2019-02-09 03:35:59,132,16.66,6.54,0,1012,13.3,65.342,6.952
2019-02-09 03:46:04,124,19.05,10.49,0,1011.96,13.4,65.342,7.047
2019-02-09 03:55:59,108,18,4.81,0,1011.9,13.4,65.373,7.053
2019-02-09 04:06:05,67,14.59,9.61,0,1011.96,13.3,65.426,6.97
2019-02-09 04:16:00,59,10.96,3.93,0,1012.04,13.4,65.495,7.081
2019-02-09 04:26:00,75,11.93,6.11,0,1012.1,13.4,65.541,7.091
2019-02-09 04:36:02,70,11.63,7.43,0,1011.96,13.4,65.701,7.126
2019-02-09 04:46:01,90,13.45,4.79,0,1011.88,13.4,65.754,7.138
2019-02-09 04:56:02,110,13.51,4.37,0,1011.88,13.5,65.762,7.235
2019-02-09 05:06:02,97,14.3,6.12,0,1011.88,13.5,65.938,7.274
2019-02-09 05:16:07,102,14.9,7.42,0,1011.94,13.4,65.915,7.174
2019-02-09 05:26:02,83,15.63,6.12,0,1011.98,13.4,66.006,7.194
2019-02-09 05:36:02,78,16.28,8.74,0,1011.96,13.4,66.121,7.219
2019-02-09 05:46:03,89,15.23,7.87,0,1012.1,13.4,66.075,7.209
2019-02-09 05:56:04,93,14.37,9.16,0,1011.98,13.3,66.044,7.107
2019-02-09 06:06:04,94,14.4,6.56,0,1011.82,13.3,66.151,7.131
2019-02-09 06:16:05,86,10.76,4.37,0,1011.84,13.3,66.052,7.109
2019-02-09 06:26:11,34,10.38,3.5,0,1011.86,13.3,66.098,7.119
2019-02-09 06:36:07,71,8.21,4.37,0,1011.88,13.3,66.098,7.119
2019-02-09 06:46:07,68,9.06,5.23,0,1011.8,13.4,66.304,7.259
2019-02-09 06:56:07,71,13.84,1.31,0,1011.8,13.4,66.548,7.313
2019-02-09 07:06:09,79,7.53,2.19,0,1011.74,13.4,66.571,7.318
2019-02-09 07:16:09,57,13.9,6.55,0,1011.86,13.5,66.876,7.48
2019-02-09 07:26:09,60,17.16,10.89,0,1011.76,13.4,66.853,7.38
2019-02-09 07:36:15,72,18.1,10.93,0,1011.66,13.4,66.853,7.38
2019-02-09 07:46:10,69,17.7,10.49,0,1011.88,13.3,66.792,7.271
2019-02-09 07:56:11,69,16.88,6.1,0,1011.9,13.2,66.807,7.179
2019-02-09 08:06:12,77,16.06,6.12,0,1011.84,13.2,66.845,7.188
2019-02-09 08:16:13,64,18.09,6.56,0,1011.82,13.1,66.784,7.079
2019-02-09 08:26:13,68,16.11,6.99,0,1011.74,13,66.853,6.999
2019-02-09 08:36:15,97,16.69,7.87,0,1011.76,13,66.922,7.014
2019-02-09 08:46:20,108,14.57,8.3,0,1011.72,12.9,66.716,6.874
